LSFJOBID,argparse.shots,argparse.mode,argparse.pub,argparse.label,argparse.noisescalefactor,argparse.noisemodel,argparse.target,num_shots,estimator_precision,estimator_type,cpu_cores,time_start,lambda_noise,expectation_value,time_end,time_elapsed,CZ_gates,CZ_depth,fidelity
15292311,1000,4,adaptaqcaer_300_noise2p667_target_ibm_fez_2024-11-10T10:40:31+00:00_seed_4352036.pub.pkl,300,2.667,ibm_fez_2024-11-10T10:40:31+00:00.properties.pkl,ibm_fez_2024-11-10T10:40:31+00:00.target.pkl,1000,0.03162277660168379,noisy Aer simulator,64,2025 05 31-10 14 04 PM,2.667,-5.93118727,2025 06 01-04 10 18 AM,5:56:13.607095,211,135,0.99
15292311,1000,4,adaptaqcaer_300_noise2p667_target_ibm_fez_2024-11-10T10:40:31+00:00_seed_1588730.pub.pkl,300,2.667,ibm_fez_2024-11-10T10:40:31+00:00.properties.pkl,ibm_fez_2024-11-10T10:40:31+00:00.target.pkl,1000,0.03162277660168379,noisy Aer simulator,64,2025 06 01-02 43 12 AM,2.667,-5.87183565,2025 06 01-08 39 35 AM,5:56:22.681753,223,139,0.99
15292311,1000,4,adaptaqcaer_300_noise2p667_target_ibm_fez_2024-11-10T10:40:31+00:00_seed_174618.pub.pkl,300,2.667,ibm_fez_2024-11-10T10:40:31+00:00.properties.pkl,ibm_fez_2024-11-10T10:40:31+00:00.target.pkl,1000,0.03162277660168379,noisy Aer simulator,64,2025 06 01-02 43 04 AM,2.667,-5.945729,2025 06 01-08 39 47 AM,5:56:42.782080,213,135,0.99
15292311,1000,4,adaptaqcaer_300_noise2p667_target_ibm_fez_2024-11-10T10:40:31+00:00_seed_9641321.pub.pkl,300,2.667,ibm_fez_2024-11-10T10:40:31+00:00.properties.pkl,ibm_fez_2024-11-10T10:40:31+00:00.target.pkl,1000,0.03162277660168379,noisy Aer simulator,64,2025 06 01-02 44 08 AM,2.667,-5.84456485,2025 06 01-08 41 13 AM,5:57:05.176288,221,137,0.99
15292311,1000,4,adaptaqcaer_300_noise2p667_target_ibm_fez_2024-11-10T10:40:31+00:00_seed_5682320.pub.pkl,300,2.667,ibm_fez_2024-11-10T10:40:31+00:00.properties.pkl,ibm_fez_2024-11-10T10:40:31+00:00.target.pkl,1000,0.03162277660168379,noisy Aer simulator,64,2025 06 01-02 43 14 AM,2.667,-5.89535064,2025 06 01-08 41 20 AM,5:58:05.492089,213,137,0.99
15292311,1000,4,adaptaqcaer_300_noise2p667_target_ibm_fez_2024-11-10T10:40:31+00:00_seed_4319530.pub.pkl,300,2.667,ibm_fez_2024-11-10T10:40:31+00:00.properties.pkl,ibm_fez_2024-11-10T10:40:31+00:00.target.pkl,1000,0.03162277660168379,noisy Aer simulator,64,2025 05 31-10 14 36 PM,2.667,-5.9209364,2025 06 01-04 10 45 AM,5:56:08.929724,201,123,0.99
15292311,1000,4,adaptaqcaer_300_noise2p667_target_ibm_fez_2024-11-10T10:40:31+00:00_seed_5314669.pub.pkl,300,2.667,ibm_fez_2024-11-10T10:40:31+00:00.properties.pkl,ibm_fez_2024-11-10T10:40:31+00:00.target.pkl,1000,0.03162277660168379,noisy Aer simulator,64,2025 05 31-10 15 33 PM,2.667,-5.87000318,2025 06 01-04 12 06 AM,5:56:32.659415,215,133,0.99
15292311,1000,4,adaptaqcaer_300_noise2p667_target_ibm_fez_2024-11-10T10:40:31+00:00_seed_8525698.pub.pkl,300,2.667,ibm_fez_2024-11-10T10:40:31+00:00.properties.pkl,ibm_fez_2024-11-10T10:40:31+00:00.target.pkl,1000,0.03162277660168379,noisy Aer simulator,64,2025 06 01-02 43 16 AM,2.667,-5.94207002,2025 06 01-08 39 26 AM,5:56:10.019441,219,143,0.99
15292311,1000,4,adaptaqcaer_300_noise2p667_target_ibm_fez_2024-11-10T10:40:31+00:00_seed_5448914.pub.pkl,300,2.667,ibm_fez_2024-11-10T10:40:31+00:00.properties.pkl,ibm_fez_2024-11-10T10:40:31+00:00.target.pkl,1000,0.03162277660168379,noisy Aer simulator,64,2025 06 01-02 43 03 AM,2.667,-5.93746576,2025 06 01-08 39 27 AM,5:56:24.756419,223,139,0.99
15292311,1000,4,adaptaqcaer_300_noise2p667_target_ibm_fez_2024-11-10T10:40:31+00:00_seed_1069087.pub.pkl,300,2.667,ibm_fez_2024-11-10T10:40:31+00:00.properties.pkl,ibm_fez_2024-11-10T10:40:31+00:00.target.pkl,1000,0.03162277660168379,noisy Aer simulator,64,2025 06 01-02 42 59 AM,2.667,-5.92525218,2025 06 01-08 40 08 AM,5:57:08.926018,211,131,0.99
15292311,1000,4,adaptaqcaer_300_noise2p667_target_ibm_fez_2024-11-10T10:40:31+00:00_seed_1737788.pub.pkl,300,2.667,ibm_fez_2024-11-10T10:40:31+00:00.properties.pkl,ibm_fez_2024-11-10T10:40:31+00:00.target.pkl,1000,0.03162277660168379,noisy Aer simulator,64,2025 06 01-02 42 59 AM,2.667,-5.87016843,2025 06 01-08 39 33 AM,5:56:34.165279,223,139,0.99
15292311,1000,4,adaptaqcaer_300_noise2p667_target_ibm_fez_2024-11-10T10:40:31+00:00_seed_7975948.pub.pkl,300,2.667,ibm_fez_2024-11-10T10:40:31+00:00.properties.pkl,ibm_fez_2024-11-10T10:40:31+00:00.target.pkl,1000,0.03162277660168379,noisy Aer simulator,64,2025 06 01-02 42 59 AM,2.667,-5.8066074,2025 06 01-08 39 17 AM,5:56:17.758430,225,139,0.99
15292311,1000,4,adaptaqcaer_300_noise2p667_target_ibm_fez_2024-11-10T10:40:31+00:00_seed_3499238.pub.pkl,300,2.667,ibm_fez_2024-11-10T10:40:31+00:00.properties.pkl,ibm_fez_2024-11-10T10:40:31+00:00.target.pkl,1000,0.03162277660168379,noisy Aer simulator,64,2025 05 31-11 22 54 PM,2.667,-5.91683234,2025 06 01-05 19 17 AM,5:56:22.524975,219,141,0.99
15292311,1000,4,adaptaqcaer_300_noise2p667_target_ibm_fez_2024-11-10T10:40:31+00:00_seed_2879447.pub.pkl,300,2.667,ibm_fez_2024-11-10T10:40:31+00:00.properties.pkl,ibm_fez_2024-11-10T10:40:31+00:00.target.pkl,1000,0.03162277660168379,noisy Aer simulator,64,2025 06 01-02 42 59 AM,2.667,-5.9029688,2025 06 01-08 39 00 AM,5:56:00.876148,211,139,0.99
15292311,1000,4,adaptaqcaer_300_noise2p667_target_ibm_fez_2024-11-10T10:40:31+00:00_seed_7018303.pub.pkl,300,2.667,ibm_fez_2024-11-10T10:40:31+00:00.properties.pkl,ibm_fez_2024-11-10T10:40:31+00:00.target.pkl,1000,0.03162277660168379,noisy Aer simulator,64,2025 06 01-02 45 45 AM,2.667,-5.87054944,2025 06 01-08 42 06 AM,5:56:20.419209,215,139,0.99
15292311,1000,4,adaptaqcaer_300_noise2p667_target_ibm_fez_2024-11-10T10:40:31+00:00_seed_7560839.pub.pkl,300,2.667,ibm_fez_2024-11-10T10:40:31+00:00.properties.pkl,ibm_fez_2024-11-10T10:40:31+00:00.target.pkl,1000,0.03162277660168379,noisy Aer simulator,64,2025 06 01-02 45 47 AM,2.667,-5.90859617,2025 06 01-08 44 01 AM,5:58:13.537469,219,139,0.99
15292311,1000,4,adaptaqcaer_300_noise2p667_target_ibm_fez_2024-11-10T10:40:31+00:00_seed_8014135.pub.pkl,300,2.667,ibm_fez_2024-11-10T10:40:31+00:00.properties.pkl,ibm_fez_2024-11-10T10:40:31+00:00.target.pkl,1000,0.03162277660168379,noisy Aer simulator,64,2025 06 01-02 42 59 AM,2.667,-5.89807915,2025 06 01-08 38 57 AM,5:55:58.091057,217,133,0.99
15292311,1000,4,adaptaqcaer_300_noise2p667_target_ibm_fez_2024-11-10T10:40:31+00:00_seed_1510000.pub.pkl,300,2.667,ibm_fez_2024-11-10T10:40:31+00:00.properties.pkl,ibm_fez_2024-11-10T10:40:31+00:00.target.pkl,1000,0.03162277660168379,noisy Aer simulator,64,2025 06 01-02 42 59 AM,2.667,-5.95003823,2025 06 01-08 39 16 AM,5:56:17.575003,213,131,0.99
15292311,1000,4,adaptaqcaer_300_noise2p667_target_ibm_fez_2024-11-10T10:40:31+00:00_seed_9159856.pub.pkl,300,2.667,ibm_fez_2024-11-10T10:40:31+00:00.properties.pkl,ibm_fez_2024-11-10T10:40:31+00:00.target.pkl,1000,0.03162277660168379,noisy Aer simulator,64,2025 06 01-02 42 59 AM,2.667,-5.88232591,2025 06 01-08 40 04 AM,5:57:05.535227,209,133,0.99
15292311,1000,4,adaptaqcaer_300_noise2p667_target_ibm_fez_2024-11-10T10:40:31+00:00_seed_6306088.pub.pkl,300,2.667,ibm_fez_2024-11-10T10:40:31+00:00.properties.pkl,ibm_fez_2024-11-10T10:40:31+00:00.target.pkl,1000,0.03162277660168379,noisy Aer simulator,64,2025 06 01-02 43 21 AM,2.667,-5.91561631,2025 06 01-08 39 45 AM,5:56:24.660602,215,131,0.99
15292311,1000,4,adaptaqcaer_300_noise2p667_target_ibm_fez_2024-11-10T10:40:31+00:00_seed_8027045.pub.pkl,300,2.667,ibm_fez_2024-11-10T10:40:31+00:00.properties.pkl,ibm_fez_2024-11-10T10:40:31+00:00.target.pkl,1000,0.03162277660168379,noisy Aer simulator,64,2025 06 01-02 45 09 AM,2.667,-5.88300398,2025 06 01-08 41 27 AM,5:56:17.860517,221,137,0.99
15292311,1000,4,adaptaqcaer_300_noise2p667_target_ibm_fez_2024-11-10T10:40:31+00:00_seed_2086648.pub.pkl,300,2.667,ibm_fez_2024-11-10T10:40:31+00:00.properties.pkl,ibm_fez_2024-11-10T10:40:31+00:00.target.pkl,1000,0.03162277660168379,noisy Aer simulator,64,2025 06 01-02 45 17 AM,2.667,-5.90648983,2025 06 01-08 41 21 AM,5:56:03.292952,207,127,0.99
15292311,1000,4,adaptaqcaer_300_noise2p667_target_ibm_fez_2024-11-10T10:40:31+00:00_seed_2874287.pub.pkl,300,2.667,ibm_fez_2024-11-10T10:40:31+00:00.properties.pkl,ibm_fez_2024-11-10T10:40:31+00:00.target.pkl,1000,0.03162277660168379,noisy Aer simulator,64,2025 06 01-02 43 25 AM,2.667,-5.97422496,2025 06 01-08 40 13 AM,5:56:47.119007,209,129,0.99
15292311,1000,4,adaptaqcaer_300_noise2p667_target_ibm_fez_2024-11-10T10:40:31+00:00_seed_118296.pub.pkl,300,2.667,ibm_fez_2024-11-10T10:40:31+00:00.properties.pkl,ibm_fez_2024-11-10T10:40:31+00:00.target.pkl,1000,0.03162277660168379,noisy Aer simulator,64,2025 06 01-02 42 59 AM,2.667,-5.89048685,2025 06 01-08 39 05 AM,5:56:06.066062,223,139,0.99
15292311,1000,4,adaptaqcaer_300_noise2p667_target_ibm_fez_2024-11-10T10:40:31+00:00_seed_5189011.pub.pkl,300,2.667,ibm_fez_2024-11-10T10:40:31+00:00.properties.pkl,ibm_fez_2024-11-10T10:40:31+00:00.target.pkl,1000,0.03162277660168379,noisy Aer simulator,64,2025 06 01-02 45 42 AM,2.667,-5.90663936,2025 06 01-08 41 47 AM,5:56:04.998338,217,129,0.99
15292311,1000,4,adaptaqcaer_300_noise2p667_target_ibm_fez_2024-11-10T10:40:31+00:00_seed_9536683.pub.pkl,300,2.667,ibm_fez_2024-11-10T10:40:31+00:00.properties.pkl,ibm_fez_2024-11-10T10:40:31+00:00.target.pkl,1000,0.03162277660168379,noisy Aer simulator,64,2025 06 01-02 43 30 AM,2.667,-5.88020356,2025 06 01-08 41 12 AM,5:57:41.140570,219,133,0.99
15292311,1000,4,adaptaqcaer_300_noise2p667_target_ibm_fez_2024-11-10T10:40:31+00:00_seed_1119014.pub.pkl,300,2.667,ibm_fez_2024-11-10T10:40:31+00:00.properties.pkl,ibm_fez_2024-11-10T10:40:31+00:00.target.pkl,1000,0.03162277660168379,noisy Aer simulator,64,2025 06 01-02 43 26 AM,2.667,-5.92351119,2025 06 01-08 40 24 AM,5:56:57.624490,221,133,0.99
15292311,1000,4,adaptaqcaer_300_noise2p667_target_ibm_fez_2024-11-10T10:40:31+00:00_seed_2631754.pub.pkl,300,2.667,ibm_fez_2024-11-10T10:40:31+00:00.properties.pkl,ibm_fez_2024-11-10T10:40:31+00:00.target.pkl,1000,0.03162277660168379,noisy Aer simulator,64,2025 06 01-02 45 37 AM,2.667,-5.91197036,2025 06 01-08 41 55 AM,5:56:17.502269,233,147,0.99
15292311,1000,4,adaptaqcaer_300_noise2p667_target_ibm_fez_2024-11-10T10:40:31+00:00_seed_5472074.pub.pkl,300,2.667,ibm_fez_2024-11-10T10:40:31+00:00.properties.pkl,ibm_fez_2024-11-10T10:40:31+00:00.target.pkl,1000,0.03162277660168379,noisy Aer simulator,64,2025 06 01-02 44 36 AM,2.667,-5.87216517,2025 06 01-08 42 03 AM,5:57:26.148855,225,137,0.99
15292311,1000,4,adaptaqcaer_300_noise2p667_target_ibm_fez_2024-11-10T10:40:31+00:00_seed_3496721.pub.pkl,300,2.667,ibm_fez_2024-11-10T10:40:31+00:00.properties.pkl,ibm_fez_2024-11-10T10:40:31+00:00.target.pkl,1000,0.03162277660168379,noisy Aer simulator,64,2025 06 01-02 44 03 AM,2.667,-5.88474676,2025 06 01-08 39 59 AM,5:55:56.617346,211,125,0.99
15292311,1000,4,adaptaqcaer_300_noise2p667_target_ibm_fez_2024-11-10T10:40:31+00:00_seed_2594136.pub.pkl,300,2.667,ibm_fez_2024-11-10T10:40:31+00:00.properties.pkl,ibm_fez_2024-11-10T10:40:31+00:00.target.pkl,1000,0.03162277660168379,noisy Aer simulator,64,2025 06 01-02 44 04 AM,2.667,-5.96727469,2025 06 01-08 41 24 AM,5:57:20.553612,217,141,0.99
15292311,1000,4,adaptaqcaer_300_noise2p667_target_ibm_fez_2024-11-10T10:40:31+00:00_seed_177100.pub.pkl,300,2.667,ibm_fez_2024-11-10T10:40:31+00:00.properties.pkl,ibm_fez_2024-11-10T10:40:31+00:00.target.pkl,1000,0.03162277660168379,noisy Aer simulator,64,2025 06 01-02 44 59 AM,2.667,-5.88084639,2025 06 01-08 41 18 AM,5:56:19.028690,215,135,0.99
15292311,1000,4,adaptaqcaer_300_noise2p667_target_ibm_fez_2024-11-10T10:40:31+00:00_seed_3205987.pub.pkl,300,2.667,ibm_fez_2024-11-10T10:40:31+00:00.properties.pkl,ibm_fez_2024-11-10T10:40:31+00:00.target.pkl,1000,0.03162277660168379,noisy Aer simulator,64,2025 06 01-02 43 55 AM,2.667,-5.87078176,2025 06 01-08 40 40 AM,5:56:44.512608,197,125,0.99
15292311,1000,4,adaptaqcaer_300_noise2p667_target_ibm_fez_2024-11-10T10:40:31+00:00_seed_3654392.pub.pkl,300,2.667,ibm_fez_2024-11-10T10:40:31+00:00.properties.pkl,ibm_fez_2024-11-10T10:40:31+00:00.target.pkl,1000,0.03162277660168379,noisy Aer simulator,64,2025 06 01-02 44 14 AM,2.667,-5.90514466,2025 06 01-08 42 21 AM,5:58:06.435974,207,133,0.99
15292311,1000,4,adaptaqcaer_300_noise2p667_target_ibm_fez_2024-11-10T10:40:31+00:00_seed_1229921.pub.pkl,300,2.667,ibm_fez_2024-11-10T10:40:31+00:00.properties.pkl,ibm_fez_2024-11-10T10:40:31+00:00.target.pkl,1000,0.03162277660168379,noisy Aer simulator,64,2025 06 01-02 43 19 AM,2.667,-5.90004732,2025 06 01-08 39 30 AM,5:56:10.731100,221,141,0.99
15292311,1000,4,adaptaqcaer_300_noise2p667_target_ibm_fez_2024-11-10T10:40:31+00:00_seed_1367252.pub.pkl,300,2.667,ibm_fez_2024-11-10T10:40:31+00:00.properties.pkl,ibm_fez_2024-11-10T10:40:31+00:00.target.pkl,1000,0.03162277660168379,noisy Aer simulator,64,2025 06 01-02 43 15 AM,2.667,-5.86155294,2025 06 01-08 38 52 AM,5:55:36.410764,217,137,0.99
15292311,1000,4,adaptaqcaer_300_noise2p667_target_ibm_fez_2024-11-10T10:40:31+00:00_seed_2568380.pub.pkl,300,2.667,ibm_fez_2024-11-10T10:40:31+00:00.properties.pkl,ibm_fez_2024-11-10T10:40:31+00:00.target.pkl,1000,0.03162277660168379,noisy Aer simulator,64,2025 06 01-02 44 14 AM,2.667,-5.8985947,2025 06 01-08 40 44 AM,5:56:30.387956,213,135,0.99
15292311,1000,4,adaptaqcaer_300_noise2p667_target_ibm_fez_2024-11-10T10:40:31+00:00_seed_8825547.pub.pkl,300,2.667,ibm_fez_2024-11-10T10:40:31+00:00.properties.pkl,ibm_fez_2024-11-10T10:40:31+00:00.target.pkl,1000,0.03162277660168379,noisy Aer simulator,64,2025 06 01-02 43 40 AM,2.667,-5.89221316,2025 06 01-08 40 01 AM,5:56:20.839263,221,145,0.99
15292311,1000,4,adaptaqcaer_300_noise2p667_target_ibm_fez_2024-11-10T10:40:31+00:00_seed_6818762.pub.pkl,300,2.667,ibm_fez_2024-11-10T10:40:31+00:00.properties.pkl,ibm_fez_2024-11-10T10:40:31+00:00.target.pkl,1000,0.03162277660168379,noisy Aer simulator,64,2025 06 01-08 41 37 AM,2.667,-5.86956441,2025 06 01-02 37 47 PM,5:56:09.858713,227,143,0.99
15292311,1000,4,adaptaqcaer_300_noise2p667_target_ibm_fez_2024-11-10T10:40:31+00:00_seed_6603705.pub.pkl,300,2.667,ibm_fez_2024-11-10T10:40:31+00:00.properties.pkl,ibm_fez_2024-11-10T10:40:31+00:00.target.pkl,1000,0.03162277660168379,noisy Aer simulator,64,2025 06 01-08 43 51 AM,2.667,-5.89322431,2025 06 01-02 42 04 PM,5:58:13.111613,207,131,0.99
15292311,1000,4,adaptaqcaer_300_noise2p667_target_ibm_fez_2024-11-10T10:40:31+00:00_seed_1155915.pub.pkl,300,2.667,ibm_fez_2024-11-10T10:40:31+00:00.properties.pkl,ibm_fez_2024-11-10T10:40:31+00:00.target.pkl,1000,0.03162277660168379,noisy Aer simulator,64,2025 06 01-02 46 57 AM,2.667,-5.91208197,2025 06 01-08 43 35 AM,5:56:37.122997,227,145,0.99
15292311,1000,4,adaptaqcaer_300_noise2p667_target_ibm_fez_2024-11-10T10:40:31+00:00_seed_6140389.pub.pkl,300,2.667,ibm_fez_2024-11-10T10:40:31+00:00.properties.pkl,ibm_fez_2024-11-10T10:40:31+00:00.target.pkl,1000,0.03162277660168379,noisy Aer simulator,64,2025 06 01-08 39 25 AM,2.667,-5.88300285,2025 06 01-02 35 46 PM,5:56:21.062878,209,131,0.99
15292311,1000,4,adaptaqcaer_300_noise2p667_target_ibm_fez_2024-11-10T10:40:31+00:00_seed_578266.pub.pkl,300,2.667,ibm_fez_2024-11-10T10:40:31+00:00.properties.pkl,ibm_fez_2024-11-10T10:40:31+00:00.target.pkl,1000,0.03162277660168379,noisy Aer simulator,64,2025 06 01-08 39 25 AM,2.667,-5.90507178,2025 06 01-02 36 05 PM,5:56:40.114024,215,133,0.99
15292311,1000,4,adaptaqcaer_300_noise2p667_target_ibm_fez_2024-11-10T10:40:31+00:00_seed_110159.pub.pkl,300,2.667,ibm_fez_2024-11-10T10:40:31+00:00.properties.pkl,ibm_fez_2024-11-10T10:40:31+00:00.target.pkl,1000,0.03162277660168379,noisy Aer simulator,64,2025 06 01-02 46 20 AM,2.667,-5.89296333,2025 06 01-08 42 33 AM,5:56:12.401357,203,123,0.99
15292311,1000,4,adaptaqcaer_300_noise2p667_target_ibm_fez_2024-11-10T10:40:31+00:00_seed_6979157.pub.pkl,300,2.667,ibm_fez_2024-11-10T10:40:31+00:00.properties.pkl,ibm_fez_2024-11-10T10:40:31+00:00.target.pkl,1000,0.03162277660168379,noisy Aer simulator,64,2025 06 01-08 44 18 AM,2.667,-5.91232286,2025 06 01-02 40 23 PM,5:56:05.887170,219,143,0.99
15292311,1000,4,adaptaqcaer_300_noise2p667_target_ibm_fez_2024-11-10T10:40:31+00:00_seed_3797704.pub.pkl,300,2.667,ibm_fez_2024-11-10T10:40:31+00:00.properties.pkl,ibm_fez_2024-11-10T10:40:31+00:00.target.pkl,1000,0.03162277660168379,noisy Aer simulator,64,2025 06 01-08 41 37 AM,2.667,-5.8408823,2025 06 01-02 39 19 PM,5:57:41.066895,223,137,0.99
15292311,1000,4,adaptaqcaer_300_noise2p667_target_ibm_fez_2024-11-10T10:40:31+00:00_seed_6202332.pub.pkl,300,2.667,ibm_fez_2024-11-10T10:40:31+00:00.properties.pkl,ibm_fez_2024-11-10T10:40:31+00:00.target.pkl,1000,0.03162277660168379,noisy Aer simulator,64,2025 06 01-08 54 21 AM,2.667,-5.87540203,2025 06 01-02 50 28 PM,5:56:06.189991,223,141,0.99
15292311,1000,4,adaptaqcaer_300_noise2p667_target_ibm_fez_2024-11-10T10:40:31+00:00_seed_2073840.pub.pkl,300,2.667,ibm_fez_2024-11-10T10:40:31+00:00.properties.pkl,ibm_fez_2024-11-10T10:40:31+00:00.target.pkl,1000,0.03162277660168379,noisy Aer simulator,64,2025 06 01-08 41 44 AM,2.667,-5.92149691,2025 06 01-02 38 01 PM,5:56:16.863630,209,133,0.99
15292311,1000,4,adaptaqcaer_300_noise2p667_target_ibm_fez_2024-11-10T10:40:31+00:00_seed_4001775.pub.pkl,300,2.667,ibm_fez_2024-11-10T10:40:31+00:00.properties.pkl,ibm_fez_2024-11-10T10:40:31+00:00.target.pkl,1000,0.03162277660168379,noisy Aer simulator,64,2025 06 01-08 40 16 AM,2.667,-5.9152576,2025 06 01-02 36 39 PM,5:56:23.655317,223,143,0.99
15292311,1000,4,adaptaqcaer_300_noise2p667_target_ibm_fez_2024-11-10T10:40:31+00:00_seed_9598136.pub.pkl,300,2.667,ibm_fez_2024-11-10T10:40:31+00:00.properties.pkl,ibm_fez_2024-11-10T10:40:31+00:00.target.pkl,1000,0.03162277660168379,noisy Aer simulator,64,2025 06 01-05 20 09 AM,2.667,-5.91191708,2025 06 01-11 16 24 AM,5:56:14.959357,209,129,0.99
15292311,1000,4,adaptaqcaer_300_noise2p667_target_ibm_fez_2024-11-10T10:40:31+00:00_seed_4415686.pub.pkl,300,2.667,ibm_fez_2024-11-10T10:40:31+00:00.properties.pkl,ibm_fez_2024-11-10T10:40:31+00:00.target.pkl,1000,0.03162277660168379,noisy Aer simulator,64,2025 06 01-02 46 01 AM,2.667,-5.8431551,2025 06 01-08 42 05 AM,5:56:04.022030,231,147,0.99
15292311,1000,4,adaptaqcaer_300_noise2p667_target_ibm_fez_2024-11-10T10:40:31+00:00_seed_6873289.pub.pkl,300,2.667,ibm_fez_2024-11-10T10:40:31+00:00.properties.pkl,ibm_fez_2024-11-10T10:40:31+00:00.target.pkl,1000,0.03162277660168379,noisy Aer simulator,64,2025 06 01-02 45 53 AM,2.667,-5.87921563,2025 06 01-08 42 38 AM,5:56:44.525897,213,135,0.99
15292311,1000,4,adaptaqcaer_300_noise2p667_target_ibm_fez_2024-11-10T10:40:31+00:00_seed_3085506.pub.pkl,300,2.667,ibm_fez_2024-11-10T10:40:31+00:00.properties.pkl,ibm_fez_2024-11-10T10:40:31+00:00.target.pkl,1000,0.03162277660168379,noisy Aer simulator,64,2025 06 01-08 39 25 AM,2.667,-5.92024517,2025 06 01-02 35 46 PM,5:56:21.123725,213,135,0.99
15292311,1000,4,adaptaqcaer_300_noise2p667_target_ibm_fez_2024-11-10T10:40:31+00:00_seed_9150664.pub.pkl,300,2.667,ibm_fez_2024-11-10T10:40:31+00:00.properties.pkl,ibm_fez_2024-11-10T10:40:31+00:00.target.pkl,1000,0.03162277660168379,noisy Aer simulator,64,2025 06 01-08 40 18 AM,2.667,-5.92330842,2025 06 01-02 36 30 PM,5:56:11.721814,217,129,0.99
15292311,1000,4,adaptaqcaer_300_noise2p667_target_ibm_fez_2024-11-10T10:40:31+00:00_seed_8597481.pub.pkl,300,2.667,ibm_fez_2024-11-10T10:40:31+00:00.properties.pkl,ibm_fez_2024-11-10T10:40:31+00:00.target.pkl,1000,0.03162277660168379,noisy Aer simulator,64,2025 06 01-08 41 41 AM,2.667,-5.88856648,2025 06 01-02 37 55 PM,5:56:14.250639,223,139,0.99
15292311,1000,4,adaptaqcaer_300_noise2p667_target_ibm_fez_2024-11-10T10:40:31+00:00_seed_9292728.pub.pkl,300,2.667,ibm_fez_2024-11-10T10:40:31+00:00.properties.pkl,ibm_fez_2024-11-10T10:40:31+00:00.target.pkl,1000,0.03162277660168379,noisy Aer simulator,64,2025 06 01-08 44 39 AM,2.667,-5.89347707,2025 06 01-02 40 48 PM,5:56:09.733169,219,149,0.99
15292311,1000,4,adaptaqcaer_300_noise2p667_target_ibm_fez_2024-11-10T10:40:31+00:00_seed_3717691.pub.pkl,300,2.667,ibm_fez_2024-11-10T10:40:31+00:00.properties.pkl,ibm_fez_2024-11-10T10:40:31+00:00.target.pkl,1000,0.03162277660168379,noisy Aer simulator,64,2025 06 01-08 43 28 AM,2.667,-5.89123467,2025 06 01-02 40 36 PM,5:57:07.594397,219,133,0.99
15292311,1000,4,adaptaqcaer_300_noise2p667_target_ibm_fez_2024-11-10T10:40:31+00:00_seed_4135358.pub.pkl,300,2.667,ibm_fez_2024-11-10T10:40:31+00:00.properties.pkl,ibm_fez_2024-11-10T10:40:31+00:00.target.pkl,1000,0.03162277660168379,noisy Aer simulator,64,2025 06 01-08 42 19 AM,2.667,-5.88316722,2025 06 01-02 38 37 PM,5:56:18.116419,207,135,0.99
15292311,1000,4,adaptaqcaer_300_noise2p667_target_ibm_fez_2024-11-10T10:40:31+00:00_seed_2935343.pub.pkl,300,2.667,ibm_fez_2024-11-10T10:40:31+00:00.properties.pkl,ibm_fez_2024-11-10T10:40:31+00:00.target.pkl,1000,0.03162277660168379,noisy Aer simulator,64,2025 06 01-04 10 35 AM,2.667,-5.87113601,2025 06 01-10 06 55 AM,5:56:19.428592,217,127,0.99
15292311,1000,4,adaptaqcaer_300_noise2p667_target_ibm_fez_2024-11-10T10:40:31+00:00_seed_7667994.pub.pkl,300,2.667,ibm_fez_2024-11-10T10:40:31+00:00.properties.pkl,ibm_fez_2024-11-10T10:40:31+00:00.target.pkl,1000,0.03162277660168379,noisy Aer simulator,64,2025 06 01-02 47 12 AM,2.667,-5.87592492,2025 06 01-08 43 13 AM,5:56:00.646632,225,139,0.99
15292311,1000,4,adaptaqcaer_300_noise2p667_target_ibm_fez_2024-11-10T10:40:31+00:00_seed_9003592.pub.pkl,300,2.667,ibm_fez_2024-11-10T10:40:31+00:00.properties.pkl,ibm_fez_2024-11-10T10:40:31+00:00.target.pkl,1000,0.03162277660168379,noisy Aer simulator,64,2025 06 01-08 41 35 AM,2.667,-5.90131369,2025 06 01-02 39 05 PM,5:57:30.119211,215,133,0.99
15292311,1000,4,adaptaqcaer_300_noise2p667_target_ibm_fez_2024-11-10T10:40:31+00:00_seed_5965918.pub.pkl,300,2.667,ibm_fez_2024-11-10T10:40:31+00:00.properties.pkl,ibm_fez_2024-11-10T10:40:31+00:00.target.pkl,1000,0.03162277660168379,noisy Aer simulator,64,2025 06 01-08 41 29 AM,2.667,-5.90541162,2025 06 01-02 37 35 PM,5:56:05.272127,203,129,0.99
15292311,1000,4,adaptaqcaer_300_noise2p667_target_ibm_fez_2024-11-10T10:40:31+00:00_seed_6913257.pub.pkl,300,2.667,ibm_fez_2024-11-10T10:40:31+00:00.properties.pkl,ibm_fez_2024-11-10T10:40:31+00:00.target.pkl,1000,0.03162277660168379,noisy Aer simulator,64,2025 06 01-02 46 58 AM,2.667,-5.90466253,2025 06 01-08 43 17 AM,5:56:19.485804,213,133,0.99
